epoch,loss
1,0.5621422261677005
2,0.11730818199840459
3,0.06550227757543325
4,0.047373428009450436
5,0.03800914905626666
6,0.03388391080397096
7,0.02874670983715491
8,0.028597601850263096
9,0.024350041743706575
10,0.02269209663552994
11,0.020535868948156184
12,0.019596963024444202
13,0.020246386718512935
14,0.017793364073573188
15,0.019002134175124495
16,0.016223788951438937
17,0.015851197916675698
18,0.01501950055614791
19,0.013285721631043336
20,0.01323556889441203
21,0.012962633456018838
22,0.01247472342273051
23,0.012028597405349667
24,0.011467869173396717
25,0.012240247525782748
26,0.010994738966903903
27,0.011282604488290169
28,0.010030409890565683
29,0.009552464517764748
30,0.009652646053159101
31,0.009542406612837857
32,0.008811549910090186
33,0.00862213366410949
34,0.009880617800676688
35,0.00948895829179409
36,0.008431442350741815
37,0.008493088909678839
38,0.0077235113660042935
39,0.007461105837402018
40,0.007284835067746991
41,0.007009530380706896
42,0.006844351891512898
43,0.0067391288466751575
44,0.006461542669091035
45,0.0063998285935006356
46,0.0069108609067784115
47,0.006428259403698824
48,0.006210253159092231
49,0.005682423075830395
50,0.0056001144323752005
51,0.0053903963014652785
52,0.005246680854311721
53,0.0052564267079684545
54,0.006068901809736748
55,0.004844564373012294
56,0.004746432045728646
57,0.005015398667786609
58,0.004525749004361305
59,0.004353662272280252
60,0.0046058101082136005
61,0.00456834091826088
62,0.0042314025636931716
63,0.0040704471725885845
64,0.004089519205841829
65,0.0038723873027431016
66,0.003971472384662113
67,0.0037816053023561834
68,0.003698371977291324
69,0.003563816858116876
70,0.0034373559660955586
71,0.003514817796266553
72,0.0032683711192062633
73,0.0032424987367862326
74,0.0030682242443700407
75,0.003109253783159974
76,0.003073497988622297
77,0.0030410402147522703
78,0.0029626074204729363
79,0.0030055275419726968
80,0.0027578133338300344
81,0.002742736150552942
82,0.0026439268845768475
83,0.002599508310033178
84,0.0025768658569590612
85,0.0025561701093631036
86,0.0026573024309155618
87,0.002470261312555522
88,0.002423005865421146
89,0.0024108420507135716
90,0.0024254426047925584
91,0.0023387385574592788
92,0.0023521717987023292
93,0.0023362777989611705
94,0.0023172136300920764
95,0.002299530172339556
96,0.0022769911579830064
97,0.002289724156831984
98,0.0022947860971643504
99,0.0022811756458726118
100,0.002272034397835589
