epoch,loss
1,1.0310088343090482
2,0.789981750647227
3,0.47267819974157543
4,0.27590829100873737
5,0.19608912335501777
6,0.1535033192899492
7,0.129062801765071
8,0.10964064862993028
9,0.0944370052880711
10,0.08596123970217175
11,0.07648847566710579
12,0.07201731163594458
13,0.06365270929204093
14,0.05901282818781005
15,0.055463253209988274
16,0.05107842319541507
17,0.04946826207968924
18,0.0459474776354101
19,0.04373509188493093
20,0.041421141061517924
21,0.041326159569952226
22,0.0392608605325222
23,0.03818523345722093
24,0.03749035091863738
25,0.03458129643566078
26,0.033962310146954326
27,0.033136216840810244
28,0.031702025483051934
29,0.03112328930033578
30,0.029199221109350523
31,0.030232707783579827
32,0.029552725247210927
33,0.027868773870997957
34,0.02820393815636635
35,0.026172832523783048
36,0.02723866481747892
37,0.025810101752479872
38,0.02542426362633705
39,0.02506813940902551
40,0.024669017808304893
41,0.02349273351331552
42,0.023502168597446547
43,0.023232986198531258
44,0.02241260637011793
45,0.02197036941846212
46,0.021785257384181023
47,0.02105217075182332
48,0.021225897553894254
49,0.02047569677233696
50,0.02017084935473071
51,0.020504827880197102
52,0.0191863594783677
53,0.019268499149216547
54,0.019007036752170987
55,0.018181183478898473
56,0.017965386021468376
57,0.01821237343053023
58,0.018375341532131037
59,0.018299305438995363
60,0.017130442874299157
61,0.016423200277818573
62,0.016448977589607238
63,0.016073878212935395
64,0.015215853456821707
65,0.015196846529013581
66,0.014779398341973622
67,0.014487798118756877
68,0.01483475530727042
69,0.014466126821935177
70,0.014751726513107617
71,0.013686862174007627
72,0.013458660493294397
73,0.013385674295326075
74,0.013036123745971255
75,0.012869981158938672
76,0.012749300421112114
77,0.012693588332169586
78,0.012329806470208697
79,0.012123948853049014
80,0.011829988203114934
81,0.011975461451543701
82,0.011731877384914293
83,0.01153083069043027
84,0.01153585049841139
85,0.011445952124065822
86,0.01124123367998335
87,0.011284119387467702
88,0.010994817813237507
89,0.010935010036660565
90,0.010815316749115785
91,0.010881683851281802
92,0.010865686357849173
93,0.010762367625203398
94,0.010757445378435983
95,0.010582237442334493
96,0.010613527728451623
97,0.010460787266492844
98,0.010630584239131874
99,0.010429147134224574
100,0.010534859697024028
